MEAN;MAX;MIN;RANGE;KURT;SKEW;ALSC;INSC;RMSC;condition
2,86574E+16;3,03345E+12;2,56538E+16;4,68063E+15;-1,13432E+16;1,23331E+16;2,10016E+15;6,01805E+15;2,86602E+16;baseline
3,20809E+16;3,54958E+16;2,69318E+14;8,564E+15;-1,05194E+16;1,11851E+16;2,10019E+16;6,73699E+15;3,21164E+15;stress
1,83531E+16;2,42195E+16;1,47552E+14;9,46426E+15;7,42457E+15;1,37556E+16;2,1002E+16;3,85415E+15;1,84337E+16;baseline
1,72514E+16;2,00996E+16;1,26801E+14;7,41959E+15;-1,19817E+15;4,93823E+15;2,10023E+16;3,62279E+16;1,72787E+16;stress
3,80293E+15;4,14658E+15;3,5141E+14;6,32477E+14;-7,02544E+15;7,71206E+15;2,10019E+16;7,98614E+15;3,80361E+16;baseline
6,00126E+14;6,29234E+16;5,67093E+15;6,21414E+15;-5,08977E+15;9,25596E+15;2,10004E+16;1,26026E+16;6,00187E+15;amusement
1,12547E+16;1,14826E+16;1,1026E+14;4,56619E+15;-1,24141E+16;1,12451E+16;2,10002E+16;2,3635E+15;1,12549E+16;baseline
1,16139E+16;1,21307E+14;1,12179E+16;9,12857E+15;-7,43047E+15;4,59722E+15;2,10002E+16;2,43891E+15;1,16155E+16;baseline
8,34205E+15;9,7847E+15;6,15311E+15;3,63159E+12;1,00062E+16;8,62819E+15;2,10035E+15;1,75183E+16;8,34447E+15;baseline
2,1335E+15;2,31857E+15;1,85471E+15;4638671875;-4,73136E+15;-1,46163E+15;2,10019E+15;4,48036E+15;2,1338E+16;baseline
1,19504E+16;1,41068E+15;9,13239E+14;4,97437E+12;-4,80269E+15;5,94495E+15;2,10044E+16;2,50958E+15;1,19636E+16;baseline
3,48883E+15;3,65257E+16;3,29437E+14;3,582E+15;-7,83014E+15;2,64449E+15;2,10011E+16;7,32654E+14;3,48901E+15;stress
1,97087E+16;2,25792E+15;1,63078E+16;6,27136E+13;-6,0588E+15;-7,63847E+15;2,10028E+16;4,13884E+16;1,97339E+16;stress
1,16836E+16;1,20655E+16;1,13922E+14;6,73294E+15;-9,58483E+15;5,53699E+14;2,10003E+16;2,45356E+16;1,16844E+16;amusement
1,21057E+15;1,4019E+16;8,71277E+13;5,30624E+15;4,12988E+15;-3,39456E+15;2,10059E+15;2,5422E+15;1,21162E+16;baseline
7,87538E+15;8,39882E+15;7,51839E+15;8,80432E+13;-5,43601E+15;9,81422E+15;2,10004E+16;1,65383E+16;7,87722E+16;amusement
4,7129E+15;5,50842E+13;4,36058E+16;1,14784E+16;2,7106E+16;9,14167E+15;2,10017E+14;9,89708E+15;4,71521E+15;stress
9,76191E+15;1,11237E+14;7,61795E+15;3,50571E+15;3,21911E+16;7,80709E+15;2,10036E+16;2,05E+16;9,76309E+15;baseline
6,12706E+15;6,33698E+14;5,78995E+15;5,47028E+14;2,75677E+16;1,38618E+15;2,10012E+15;1,28668E+15;6,12714E+16;baseline
2,76633E+16;3,00026E+16;2,41051E+15;5,89752E+14;-1,47903E+15;4,04227E+15;2,10016E+16;5,80928E+14;2,7678E+16;amusement
5,56831E+16;5,95093E+12;5,37567E+14;5,75256E+13;5,31545E+16;2,33599E+16;2,10004E+16;1,16935E+15;5,56884E+15;baseline
5,31046E+15;5,41573E+16;5,07889E+15;3,36838E+15;1,46181E+15;1,14525E+16;2,10008E+16;1,1152E+16;5,31048E+15;baseline
7,08443E+15;9,77249E+15;4,92287E+15;4,84962E+15;-1,55883E+15;1,05996E+16;2,10009E+16;1,48773E+16;7,23911E+15;amusement
2,99512E+16;3,16963E+16;2,68364E+16;4,85992E+14;3,21821E+14;3,21916E+16;2,10019E+15;6,28975E+14;2,99518E+16;stress
8,31227E+15;9,7847E+15;6,15311E+15;3,63159E+12;1,54886E+16;9,69429E+15;2,10035E+15;1,74558E+16;8,31437E+15;baseline
3,79019E+16;3,90434E+15;3,56941E+16;3,3493E+14;-2,68791E+15;-3,67557E+15;2,10015E+16;7,95939E+15;3,79023E+16;baseline
2,13742E+15;2,31857E+15;1,85471E+15;4638671875;-4,36514E+15;-8,14573E+15;2,10019E+16;4,48858E+15;2,13771E+16;baseline
3,68361E+16;3,88947E+14;3,38783E+16;5,01633E+15;-6,97522E+15;3,62515E+15;2,10013E+16;7,73558E+15;3,68389E+14;stress
6,93317E+16;7,4482E+16;6,36482E+16;1,08337E+13;-7,95888E+15;3,83754E+15;2,10007E+16;1,45596E+16;6,93584E+15;baseline
2,80419E+16;2,95982E+15;2,5898E+16;3,70026E+14;5,01174E+15;5,41971E+15;2,10018E+16;5,88879E+15;2,80422E+15;baseline
6,22537E+15;6,4785E+16;6,02264E+14;4,55856E+15;5,03431E+14;4,37896E+15;2,10004E+15;1,30733E+16;6,22542E+16;baseline
1,52277E+15;2,06566E+15;9,71603E+15;1,09406E+14;-7,26578E+15;6,17942E+15;2,10065E+16;3,19783E+16;1,53682E+16;stress
1,80904E+16;1,98822E+14;1,55602E+16;4,32205E+15;-1,15534E+16;-1,17324E+16;2,10015E+15;3,79899E+16;1,80988E+16;baseline
3,05337E+15;3,26157E+15;2,79503E+15;4,66537E+15;1,57462E+15;5,94388E+15;2,10014E+16;6,41208E+15;3,05353E+16;amusement
8,63792E+15;1,20987E+15;0;1,20987E+15;2,27343E+14;1,16455E+16;2,10016E+16;1,81396E+15;8,71261E+14;stress
3,70966E+16;3,91769E+15;3,44276E+16;4,7493E+15;4,08045E+15;3,86472E+15;2,10016E+14;7,79028E+15;3,70969E+15;baseline
4,21008E+15;4,81415E+14;3,70674E+15;1,10741E+16;1,66451E+15;9,26443E+15;2,10017E+16;8,84118E+15;4,21359E+15;stress
4,44243E+15;7,80869E+15;3,40271E+13;4,40598E+15;6,1703E+15;1,49892E+16;2,10015E+16;9,32911E+15;4,61337E+14;baseline
7,81659E+15;8,11577E+15;7,51839E+15;5,97382E+14;-3,55407E+15;8,11424E+15;2,10004E+16;1,64148E+16;7,81701E+15;amusement
2,34493E+16;2,49329E+13;2,16866E+16;3,24631E+15;1,76287E+15;1,11021E+16;2,10026E+14;4,92436E+15;2,34503E+15;baseline
5,33753E+16;5,46074E+15;5,07889E+15;3,81851E+15;-5,21465E+15;6,22221E+15;2,10009E+15;1,12088E+15;5,3376E+15;baseline
2,35187E+16;2,52647E+15;2,16866E+16;3,57819E+14;9,79021E+15;-3,73604E+15;2,10027E+15;4,93892E+16;2,35196E+16;baseline
1,94406E+16;2,25792E+15;1,58119E+16;6,76727E+14;-1,15781E+16;-5,69221E+15;2,10027E+16;4,08253E+16;1,94814E+16;stress
1,65621E+16;1,79138E+13;1,32027E+16;4,71115E+15;2,58877E+15;6,357E+15;2,10024E+16;3,47803E+15;1,6563E+16;baseline
2,01186E+16;2,11624E+15;1,91971E+15;1,96533E+11;-7,42E+15;2,33486E+16;2,10014E+15;4,22491E+15;2,0123E+15;stress
7,55636E+15;7,78656E+14;7,3101E+16;4,76456E+15;1,76009E+16;-1,25658E+16;2,10002E+16;1,58684E+16;7,55672E+15;stress
3,79014E+15;3,90434E+15;3,56941E+16;3,3493E+14;-2,60949E+16;-3,62957E+15;2,10015E+15;7,95929E+15;3,79018E+16;baseline
1,72203E+16;1,86848E+15;1,58855E+16;2,79922E+15;-1,23066E+16;6,29821E+15;2,10007E+16;3,61626E+16;1,72363E+16;stress
6,69005E+15;7,06329E+14;6,31371E+16;7,49588E+15;-6,73291E+15;4,40255E+16;2,10008E+15;1,40491E+16;6,69116E+15;baseline
3,67819E+16;3,88947E+14;3,38783E+16;5,01633E+15;-5,23301E+15;2,36694E+16;2,10013E+15;7,72421E+15;3,67848E+15;stress
7,59157E+15;8,96835E+15;4,53186E+13;4,43649E+15;3,60503E+15;9,84512E+15;2,10025E+16;1,59423E+16;7,59318E+15;baseline
3,11342E+16;3,61862E+15;2,88391E+13;7,34711E+14;3,31243E+16;1,63337E+16;2,10014E+15;6,53819E+15;3,11535E+14;amusement
6,59357E+15;6,83174E+16;6,27289E+14;5,58853E+15;3,59225E+16;1,35201E+16;2,10006E+16;1,38465E+15;6,59368E+16;baseline
2,42411E+14;3,55377E+14;1,7498E+16;1,80397E+16;-8,17656E+15;5,39334E+15;2,1006E+16;5,09064E+13;2,46563E+15;baseline
6,3258E+15;6,52351E+16;5,97839E+13;5,4512E+15;1,50237E+16;1,05523E+16;2,10011E+16;1,32842E+16;6,32587E+15;amusement
1,16612E+16;1,19675E+15;1,13922E+14;5,75256E+13;-9,55804E+15;4,2653E+15;2,10003E+15;2,44886E+16;1,16617E+15;amusement
1,74747E+16;1,9371E+15;1,43089E+16;5,0621E+15;-9,34663E+15;5,09668E+16;2,10013E+16;3,66969E+16;1,74841E+16;baseline
3,52432E+16;3,76282E+13;3,29437E+14;4,68445E+13;-4,33926E+15;4,46355E+16;2,10011E+15;7,40108E+15;3,52452E+15;stress
1,86902E+16;2,01038E+16;1,72375E+16;2,86636E+15;-1,29267E+16;-1,62644E+15;2,10011E+15;3,92494E+16;1,87046E+15;stress
9,39631E+14;1,10466E+16;8,53844E+15;2,50816E+15;1,28402E+16;6,41557E+15;2,10004E+16;1,97323E+16;9,40492E+13;stress
1,18029E+13;1,38664E+16;8,71277E+13;5,15366E+15;-6,9544E+14;3,36109E+15;2,10046E+15;2,4786E+14;1,18179E+16;baseline
1,65971E+16;1,79138E+13;1,34468E+16;4,46701E+15;1,70936E+16;1,16002E+16;2,10026E+16;3,48539E+16;1,65986E+16;baseline
8,25211E+15;96435546875;6,36292E+13;3,28064E+13;2,87569E+16;1,15746E+15;2,10034E+16;1,73294E+16;8,25359E+15;baseline
6,65043E+16;6,9294E+16;6,21223E+16;7,17163E+12;-9,2366E+15;3,51836E+15;2,10008E+15;1,39659E+16;6,65115E+15;baseline
1,17357E+16;1,2067E+16;1,14353E+16;6,31714E+12;-1,53126E+16;-1,08284E+16;2,10003E+15;2,4645E+15;1,17368E+15;amusement
2,59766E+16;2,78587E+15;2,38152E+16;4,04358E+13;-1,22345E+16;-2,5077E+15;2,10013E+15;5,45508E+14;2,59829E+15;amusement
2,85107E+16;3,02315E+16;2,55699E+15;4,66156E+14;-7,16606E+15;8,01853E+15;2,10017E+15;5,98725E+15;2,85138E+16;baseline
7,99031E+15;9,33075E+14;5,15747E+12;4,17328E+14;3,53076E+15;8,58764E+15;2,10034E+15;1,67796E+14;7,99187E+15;baseline
6,31412E+15;6,52504E+16;6,00929E+15;5,15747E+12;-9,96874E+15;5,67318E+14;2,10004E+16;1,32596E+16;6,31458E+15;baseline
1,16528E+16;1,22536E+16;1,07937E+16;1,45988E+16;6,81247E+15;5,79017E+14;2,10002E+16;2,4471E+15;1,16549E+16;stress
2,34507E+16;2,53067E+15;2,09618E+15;4,34494E+15;1,26407E+16;7,32107E+15;2,10024E+15;4,92465E+15;2,34519E+15;baseline
3,42117E+15;3,70941E+14;3,1002E+15;6,09207E+15;4,43836E+15;8,61865E+15;2,10011E+15;7,18446E+14;3,42138E+16;stress
3,86942E+16;4,22707E+15;3,51868E+13;7,08389E+15;-9,81592E+15;5,11912E+15;2,10021E+16;8,12577E+15;3,87115E+16;baseline
2,00538E+16;2,25792E+15;1,58157E+15;6,76346E+15;7,21463E+15;-2,1251E+16;2,10027E+15;4,2113E+16;2,00663E+14;stress
1,1577E+16;1,20682E+15;1,12179E+16;8,50296E+15;-7,6466E+15;4,14089E+15;2,10002E+14;2,43117E+16;1,15784E+16;baseline
6,09006E+16;6,2664E+15;5,79071E+14;4,75693E+15;-9,8029E+15;-9,62693E+15;2,10013E+16;1,27891E+16;6,09014E+15;baseline
1,87761E+15;2,01038E+16;1,74282E+16;2,67563E+15;-1,33364E+16;-5,52069E+15;2,10011E+16;3,94298E+15;1,87901E+16;stress
3,97893E+16;4,43344E+15;3,63388E+15;7,99561E+11;-8,93291E+15;4,61113E+15;2,10023E+16;8,35575E+15;3,98218E+15;baseline
1,89099E+16;2,01832E+16;1,76033E+16;2,57988E+16;-1,30063E+16;-1,60408E+16;2,10012E+15;3,97109E+15;1,89234E+16;stress
6,91435E+15;7,4131E+16;6,36482E+16;1,04828E+14;-9,69403E+15;3,12288E+16;2,10007E+15;1,45201E+16;6,91679E+14;baseline
3,8162E+16;3,97873E+15;3,57513E+14;4,03595E+14;2,16167E+15;1,40145E+16;2,10013E+16;8,01403E+15;3,8163E+15;baseline
2,3443E+16;2,52075E+12;2,09618E+15;4,24576E+15;5,84991E+15;5,61208E+15;2,10024E+15;4,92303E+15;2,34441E+16;baseline
9,46991E+15;1,11305E+16;7,8907E+15;3,23982E+16;-1,36195E+16;-3,07927E+15;2,10002E+16;1,98868E+15;9,51245E+15;stress
2,64099E+16;2,81601E+15;2,38152E+16;4,34494E+15;-9,51553E+15;-3,22672E+15;2,10014E+15;5,54608E+15;2,64143E+16;amusement
3,0278E+16;3,26157E+15;2,64702E+16;6,14548E+15;-1,07472E+16;1,50219E+16;2,10018E+16;6,35839E+15;3,02828E+15;amusement
3,88029E+15;400390625;3,65295E+13;3,50952E+12;-3,37839E+15;2,7216E+16;2,10012E+16;8,14862E+15;3,88037E+16;baseline
2,7844E+16;3,00369E+15;2,41051E+15;5,93185E+15;-1,68543E+16;1,70198E+16;2,10016E+16;5,84724E+15;2,78589E+15;amusement
2,00926E+15;2,11624E+15;1,91971E+15;1,96533E+11;-7,40204E+15;1,84645E+16;2,10014E+16;4,21944E+16;2,00968E+15;stress
4,70592E+15;5,50842E+13;4,32739E+12;1,18103E+13;2,99668E+16;1,00305E+16;2,10017E+16;9,88243E+14;4,70822E+15;stress
4,95822E+14;5,50041E+15;4,55475E+14;9,45663E+15;-1,00048E+16;1,90676E+16;2,10013E+16;1,04123E+16;4,96181E+15;stress
8,27907E+15;8,56285E+15;7,91473E+14;6,48117E+15;-3,11836E+16;4,4981E+16;2,10002E+15;1,7386E+15;8,27932E+15;amusement
2,08925E+15;2,22584E+16;1,96804E+16;2,57797E+15;-1,35529E+16;2,19973E+15;2,10015E+15;4,38742E+15;2,09039E+16;stress
1,95031E+16;2,25792E+15;1,23634E+16;1,02158E+15;1,61369E+14;-1,66882E+16;2,10026E+15;4,09566E+16;1,95568E+16;stress
1,69775E+16;1,88217E+15;1,32179E+16;5,60379E+15;-5,7959E+15;6,46013E+15;2,10031E+15;3,56527E+15;1,69846E+15;baseline
3,86954E+16;3,97301E+16;3,65295E+13;3,20053E+15;7,72936E+15;7,14138E+15;2,10014E+16;8,12603E+14;3,86958E+16;baseline
2,30266E+16;2,53334E+16;1,9825E+16;5,50842E+13;-1,51208E+16;8,28141E+15;2,1002E+15;4,83559E+15;2,30402E+16;baseline
2,01752E+16;2,25792E+15;1,63078E+16;6,27136E+13;-3,20676E+15;-4,33037E+16;2,10028E+14;4,23679E+16;2,01809E+15;stress
2,22881E+16;2,73781E+16;1,53503E+13;1,20277E+16;-1,41057E+16;-4,21471E+16;2,1002E+12;4,6805E+15;2,24703E+16;baseline
5,60921E+15;7,41005E+15;4,92287E+15;2,48718E+13;2,31993E+16;1,67257E+16;2,10011E+16;1,17793E+16;5,62343E+15;amusement
9,80605E+15;1,11237E+14;7,61795E+15;3,50571E+15;4,85887E+15;1,07895E+15;2,10033E+16;2,05927E+16;9,80703E+14;baseline
2,366E+16;2,59819E+16;2,0916E+16;5,06592E+11;1,62501E+16;8,44915E+15;2,10025E+15;4,9686E+15;2,36619E+16;baseline
2,88245E+16;3,03345E+12;2,56538E+16;4,68063E+15;-1,6804E+16;-2,44563E+16;2,10016E+15;6,05315E+15;2,88261E+16;baseline
2,34526E+16;2,50893E+16;2,02675E+16;4,82178E+11;7,14293E+15;3,70351E+14;2,10025E+16;4,92505E+14;2,34536E+15;baseline
5,94802E+15;9,04732E+15;4,92287E+15;4,12445E+14;9,26893E+15;1,31551E+16;2,10011E+16;1,24908E+16;6,01017E+16;amusement
1,16744E+16;1,22536E+16;1,12244E+13;1,02921E+15;-3,28593E+15;4,37287E+15;2,10002E+16;2,45162E+15;1,16759E+16;stress
6,81353E+15;6,9828E+16;6,46324E+16;5,19562E+14;-1,45207E+15;-6,76725E+15;2,10006E+16;1,43084E+16;6,81369E+15;baseline
3,87024E+16;3,98369E+15;3,65295E+13;3,30734E+15;5,10929E+15;7,71168E+15;2,10013E+15;8,1275E+14;3,87028E+15;baseline
4,74423E+15;5,43747E+15;4,07486E+15;1,36261E+14;1,7825E+16;3,84416E+15;2,10014E+15;9,96288E+15;4,74916E+15;stress
1,81284E+15;1,97472E+15;1,6497E+16;3,25012E+13;-1,04842E+16;-5,75793E+15;2,10009E+16;3,80696E+15;1,81455E+16;stress
1,34784E+16;1,57051E+16;1,08147E+16;4,89044E+14;-5,96762E+15;3,9154E+14;2,10048E+16;2,83046E+16;1,34839E+16;baseline
9,55821E+15;1,10855E+15;6,3858E+14;4,69971E+11;9,05637E+15;1,37536E+16;2,10033E+16;2,00722E+15;9,55918E+15;amusement
4,78245E+15;5,50041E+15;4,07486E+15;1,42555E+16;6,99736E+15;6,28799E+15;2,10014E+15;1,00431E+16;4,78748E+15;stress
7,87053E+15;9,33075E+14;5,07355E+14;4,2572E+13;4,73213E+15;1,07187E+16;2,10036E+16;1,65281E+15;7,87191E+15;baseline
1,31279E+16;1,50299E+14;1,05667E+15;4,4632E+14;2,13629E+15;7,68041E+15;2,10039E+16;2,75686E+15;1,31295E+16;baseline
1,09535E+15;1,19156E+15;9,82018E+15;2,09541E+16;-1,55402E+16;-8,90902E+15;2,10002E+16;2,30024E+16;1,09685E+16;stress
1,71227E+16;1,99394E+16;1,26801E+14;7,25937E+15;-9,57167E+15;5,75071E+15;2,10023E+16;3,59577E+15;1,71434E+16;stress
6,10121E+14;6,27594E+14;5,78995E+15;4,85992E+14;-4,22166E+16;-4,33214E+15;2,10013E+16;1,28125E+16;6,10127E+15;baseline
3,29869E+15;3,70026E+14;2,86064E+16;8,39615E+15;-1,29939E+16;1,50166E+15;2,10017E+16;6,92726E+15;3,30273E+16;stress
6,12631E+15;6,50597E+16;5,67093E+15;8,35037E+15;-7,35694E+15;6,42394E+13;2,10013E+16;1,28653E+16;6,12771E+16;baseline
1,28114E+15;1,53275E+15;9,77707E+15;5,55038E+15;-1,16376E+16;3,17906E+16;2,10056E+16;2,69039E+15;1,28421E+16;baseline
3,64797E+16;4,04968E+13;3,09792E+16;9,51767E+15;-1,00194E+16;-1,44427E+16;2,10012E+16;7,66074E+15;3,651E+15;stress
1,05083E+16;1,18294E+16;9,47533E+15;2,35405E+16;6,6392E+15;5,15527E+15;2,10002E+16;2,20675E+16;1,05145E+14;stress
2,98662E+16;3,19443E+15;2,73743E+13;4,57001E+14;-1,45192E+16;1,63268E+16;2,10019E+16;6,2719E+15;2,98678E+16;stress
3,70976E+15;3,90244E+15;3,38783E+16;5,14603E+15;-1,08733E+16;2,44102E+15;2,10013E+15;7,7905E+15;3,71011E+14;stress
1,65742E+15;1,79138E+13;1,34468E+16;4,46701E+15;2,37317E+15;1,01552E+16;2,10025E+16;3,48058E+15;1,65752E+16;baseline
7,44952E+15;8,76808E+15;6,62117E+16;2,14691E+14;-7,95188E+15;6,51248E+15;2,10003E+16;1,5644E+16;7,47042E+15;baseline
1,13887E+16;1,21792E+16;1,09997E+16;1,1795E+14;-2,55086E+15;1,17673E+16;2,10003E+16;2,39162E+14;1,13926E+16;baseline
1,11761E+16;1,52092E+16;6,77109E+15;8,43811E+13;-1,13465E+15;7,172E+15;2,10031E+16;2,34697E+15;1,13016E+16;baseline
1,37816E+16;1,57738E+16;1,12762E+14;4,49753E+15;4,09457E+15;1,4188E+16;2,10059E+12;2,89413E+15;1,37826E+16;amusement
7,20199E+15;7,78046E+14;6,62155E+15;1,15891E+15;-3,30138E+15;2,59881E+15;2,10006E+16;1,51242E+16;7,20451E+15;stress
5,62012E+15;5,95093E+12;5,37567E+14;5,75256E+13;3,98297E+15;9,19428E+13;2,10005E+16;1,18023E+14;5,62082E+15;baseline
6,06936E+15;6,37703E+16;5,67093E+15;7,061E+15;-1,28045E+15;4,47793E+15;2,10004E+16;1,27456E+16;6,07084E+16;amusement
2,35112E+16;2,52647E+15;2,10419E+14;4,22287E+15;1,16051E+16;2,48248E+16;2,10024E+16;4,93736E+15;2,3512E+16;baseline
3,86193E+15;4,04243E+16;3,58543E+15;4,57001E+14;-1,49923E+16;7,11416E+15;2,10013E+16;8,11005E+14;3,86215E+16;baseline
1,89458E+16;2,08778E+16;1,63383E+16;4,53949E+14;-1,2213E+16;4,27125E+15;2,10016E+16;3,97862E+16;1,89531E+15;baseline
2,94877E+16;3,15437E+16;2,73209E+15;4,22287E+15;5,19058E+16;1,62586E+16;2,10017E+15;6,19242E+15;2,94889E+16;stress
3,73345E+15;3,90816E+15;3,44276E+16;4,65393E+13;-9,11064E+15;6,06767E+16;2,10016E+16;7,84025E+15;3,73356E+16;baseline
3,69486E+16;3,82233E+14;3,57246E+16;2,49863E+15;-5,54704E+15;-1,57874E+16;2,10008E+16;7,7592E+15;3,69495E+16;amusement
6,71902E+16;7,08351E+15;6,31371E+16;7,69806E+14;-7,44362E+15;4,70759E+15;2,10007E+16;1,41099E+16;6,72032E+15;baseline
6,07405E+15;6,2664E+15;5,79071E+14;4,75693E+15;-8,8569E+14;6,49716E+15;2,10013E+16;1,27555E+16;6,07417E+15;baseline
4,08031E+15;4,62837E+16;3,73192E+16;8,96454E+14;1,06389E+16;1,09202E+16;2,1001E+15;8,56864E+15;4,08498E+15;stress
1,1657E+16;1,19526E+16;1,13922E+14;5,60379E+15;-1,14834E+16;2,86289E+15;2,10003E+16;2,44796E+14;1,16574E+16;amusement
2,17668E+14;2,31476E+14;1,9474E+16;3,67355E+15;1,24146E+16;1,15462E+15;2,10018E+15;4,57103E+15;2,17679E+15;amusement
1,20643E+16;1,4019E+16;8,19778E+15;5,82123E+14;-4,55449E+15;1,29689E+15;2,10062E+16;2,53351E+15;1,20743E+16;baseline
7,34244E+15;7,53517E+16;7,06749E+16;4,67682E+14;-1,14758E+16;3,51745E+15;2,10003E+15;1,54191E+16;7,34277E+15;stress
3,71863E+16;3,89557E+14;3,44276E+16;4,52805E+15;3,54757E+16;3,19801E+16;2,10016E+16;7,80913E+15;3,7187E+15;baseline
5,97865E+15;6,29234E+16;5,67093E+15;6,21414E+15;1,80446E+16;1,17521E+16;2,10004E+16;1,25552E+15;5,9789E+16;amusement
4,46286E+15;5,50842E+13;3,54118E+16;1,96724E+16;-1,25498E+16;-3,53262E+16;2,10021E+15;9,37202E+15;4,48527E+15;stress
1,05863E+16;1,19625E+16;9,15184E+15;2,81067E+13;-1,47843E+16;-9,12553E+15;2,10006E+16;2,22313E+15;1,06169E+16;stress
2,2008E+16;2,42119E+16;1,85738E+16;5,63812E+14;-8,02033E+14;4,65667E+15;2,1002E+16;4,62169E+15;2,20133E+13;baseline
1,20311E+16;1,52092E+16;6,77109E+15;8,43811E+13;-1,60132E+16;-1,70394E+16;2,10032E+16;2,52653E+16;1,21351E+16;baseline
6,21897E+15;6,4785E+16;6,02264E+14;4,55856E+15;4,3095E+15;6,91536E+15;2,10004E+16;1,30598E+16;6,21903E+15;baseline
3,81373E+14;3,97301E+16;3,56941E+16;4,03595E+14;-1,0058E+15;3,9704E+15;2,10015E+16;8,00882E+15;3,81396E+16;baseline
2,13257E+15;2,31857E+15;1,85471E+15;4638671875;-4,79101E+15;-1,72348E+16;2,10019E+15;4,4784E+14;2,13287E+15;baseline
2,35369E+14;2,52647E+15;2,10419E+14;4,22287E+15;1,8604E+15;6,77875E+15;2,10026E+16;4,94275E+15;2,35376E+16;baseline
2,14375E+16;2,31476E+14;1,87111E+16;4,43649E+15;3,00485E+16;-1,14745E+16;2,10023E+15;4,50188E+15;2,14479E+16;amusement
1,83139E+15;2,04201E+16;1,55602E+16;4,85992E+14;-9,74727E+15;-7,10587E+15;2,10016E+16;3,84591E+15;1,83222E+16;baseline
6,46962E+15;6,79855E+15;6,00929E+15;7,89261E+15;-9,55763E+15;2,76623E+15;2,10004E+16;1,35862E+16;6,47102E+15;baseline
2,35247E+15;2,52647E+15;2,10419E+14;4,22287E+15;9,2532E+15;1,70439E+16;2,10024E+16;4,94018E+15;2,35255E+15;baseline
1,64629E+16;2,60925E+13;9,84955E+14;1,6243E+15;4,75368E+15;1,09289E+16;2,10065E+15;3,45721E+16;1,67325E+16;stress
9,63117E+15;1,11137E+16;8,56056E+15;2,55318E+16;-5,39467E+15;6,7978E+15;2,10004E+15;2,02255E+15;9,64363E+15;stress
1,11227E+16;1,19156E+15;9,82018E+15;2,09541E+16;-1,13867E+16;-5,67636E+15;2,10002E+15;2,33576E+16;1,1135E+15;stress
3,80821E+12;3,95126E+15;3,57094E+16;3,80325E+15;-8,89953E+15;5,2022E+15;2,10009E+15;7,99724E+13;3,8084E+15;stress
2,8285E+16;3,00941E+16;2,55699E+15;4,52423E+14;3,49324E+16;1,02214E+16;2,10018E+16;5,93985E+15;2,82856E+15;baseline
2,09912E+15;2,31476E+14;1,62048E+13;6,94275E+13;-1,08058E+16;-3,27486E+16;2,1003E+16;4,40816E+16;2,1008E+15;amusement
7,86467E+15;8,24738E+14;7,51839E+15;7,28989E+15;-1,89909E+15;8,84259E+15;2,10004E+15;1,65158E+16;7,86564E+15;amusement
3,88042E+15;4,23279E+13;3,51868E+13;7,14111E+11;-1,05172E+16;4,54932E+15;2,10021E+15;8,14889E+15;3,8823E+15;baseline
1,55689E+15;1,89629E+16;1,1898E+16;7,06482E+13;-1,03024E+16;3,12847E+15;2,10068E+16;3,26947E+15;1,5622E+16;baseline
3,92979E+15;4,24194E+12;3,4481E+15;7,93839E+15;-1,07049E+16;3,36615E+15;2,10011E+16;8,25256E+14;3,93097E+15;stress
2,34817E+15;2,49329E+13;2,16866E+16;3,24631E+15;5,80071E+15;-1,23706E+15;2,10027E+16;4,93116E+16;2,34826E+15;baseline
6,18854E+15;6,39458E+15;5,78995E+15;6,0463E+15;-1,64919E+16;-7,26127E+15;2,10012E+16;1,29959E+16;6,18884E+16;baseline
7,62066E+15;8,96835E+15;4,89426E+15;4,0741E+13;3,19061E+16;9,46276E+14;2,10024E+16;1,60034E+16;7,62233E+15;baseline
7,91218E+15;8,27827E+15;7,51839E+15;7,59888E+12;-1,05002E+16;5,02454E+15;2,10004E+15;1,66156E+16;7,9136E+15;amusement
1,01842E+16;1,16241E+14;9,12056E+15;2,50359E+16;-1,36658E+16;4,18975E+15;2,10005E+16;2,13869E+15;1,02089E+16;stress
3,86366E+15;4,04243E+16;3,57513E+14;4,673E+15;-3,89125E+15;4,48887E+15;2,10013E+14;8,11368E+15;3,8639E+16;baseline
7,71307E+15;9,05228E+15;4,89426E+15;4,15802E+14;3,76426E+15;8,77378E+15;2,10029E+16;1,61975E+15;7,71462E+15;baseline
2,34942E+15;2,49329E+13;2,16866E+16;3,24631E+15;7,56699E+15;-2,19551E+15;2,10027E+16;4,93379E+16;2,34951E+16;baseline
2,58196E+16;2,771E+11;2,38152E+16;3,89481E+15;-1,24995E+16;-1,17623E+16;2,10014E+16;5,42211E+13;2,58268E+16;amusement
6,53372E+15;7,60612E+15;5,99709E+15;1,60904E+15;-5,09601E+15;1,10694E+16;2,10003E+15;1,37208E+16;6,55112E+15;baseline
6,68965E+15;9,63974E+15;4,45175E+15;5,18799E+11;-1,29909E+15;3,80414E+15;2,10068E+16;1,40483E+16;6,76873E+15;amusement
1,76493E+16;2,02293E+15;1,26801E+14;7,54929E+15;-1,59569E+16;-3,4415E+16;2,10023E+16;3,70635E+16;1,76872E+16;stress
4,24538E+15;4,93126E+16;3,85704E+16;107421875;2,94581E+15;1,05818E+15;2,10017E+15;8,91529E+15;4,24995E+15;stress
