MEAN;MAX;MIN;RANGE;KURT;SKEW;ALSC;INSC;RMSC;subject id;condition
7,82006E+15;91552734375;4,89426E+15;4,26102E+15;5,87574E+16;1,16897E+16;2,10034E+15;1,64221E+14;7,82134E+15;10;baseline
5,5621E+15;6,65665E+15;4,92287E+15;1,73378E+16;1,51796E+16;1,37633E+16;2,10011E+16;1,16804E+15;5,57045E+15;5;amusement
7,03831E+15;9,63974E+15;4,52805E+15;5,11169E+13;-9,04023E+15;1,26128E+16;2,10098E+16;1,47805E+16;7,08508E+15;2;amusement
3,6973E+16;3,82233E+14;3,52135E+15;3,0098E+15;-7,95734E+15;-1,82981E+16;2,10008E+15;7,76433E+15;3,6974E+15;8;amusement
3,7915E+15;3,90434E+15;3,62091E+14;2,83432E+15;2,96985E+16;-4,6684E+16;2,10015E+16;7,96216E+15;3,79154E+15;8;baseline
5,71092E+16;5,95093E+12;5,37567E+14;5,75256E+13;-8,1972E+15;-3,37901E+16;2,10005E+15;1,19929E+15;5,71137E+15;17;baseline
3,85642E+15;4,04243E+16;3,57513E+14;4,673E+15;-7,3205E+15;4,12178E+15;2,10013E+15;8,09848E+15;3,85672E+15;8;baseline
8,67994E+15;1,13796E+16;0;1,13796E+16;6,26524E+14;5,55767E+15;2,10016E+16;1,82279E+15;8,71338E+15;3;stress
5,53781E+15;5,80788E+15;5,33791E+15;4,69971E+11;1,47394E+16;3,53997E+15;2,10004E+16;1,16294E+16;5,53792E+16;17;baseline
2,35242E+13;2,52647E+15;2,16866E+16;3,57819E+14;1,22663E+15;-3,13498E+15;2,10027E+15;4,94008E+14;2,3525E+16;13;baseline
1,73504E+16;1,93939E+14;1,42174E+16;5,17654E+15;-1,07501E+15;2,92823E+15;2,10032E+15;3,64359E+15;1,73622E+16;9;baseline
1,70724E+16;1,9989E+13;1,26801E+14;7,30896E+13;-3,94669E+15;7,33188E+15;2,10024E+16;3,58521E+16;1,70911E+15;10;stress
1,48523E+16;1,828E+13;1,1898E+16;6,38199E+15;-1,00679E+14;2,07899E+15;2,10068E+16;3,11898E+16;1,48963E+16;2;baseline
3,94702E+16;4,14543E+15;3,78075E+16;3,64685E+13;-8,7481E+15;5,5223E+15;2,10012E+15;8,28873E+15;3,9475E+15;8;baseline
1,29708E+16;1,4698E+16;9,12094E+15;5,57709E+14;2,36519E+15;1,07041E+15;2,10038E+15;2,72386E+16;1,29727E+15;4;baseline
6,70964E+14;7,06329E+14;6,31371E+16;7,49588E+15;-7,19679E+15;4,63066E+15;2,10007E+15;1,40902E+15;6,71088E+15;3;baseline
9,76535E+14;1,11237E+14;7,61795E+15;3,50571E+15;3,26611E+16;7,8398E+15;2,10036E+16;2,05072E+15;9,76651E+15;16;baseline
6,57441E+15;6,79169E+14;6,21223E+16;5,79453E+15;-4,11337E+15;8,91128E+15;2,10007E+16;1,38063E+15;6,57459E+15;3;baseline
4,94587E+15;5,50041E+15;4,31938E+15;1,18103E+13;-3,16529E+15;-2,90276E+15;2,10014E+16;1,03863E+15;4,95044E+15;16;stress
8,16099E+15;96435546875;5,15747E+12;4,48608E+12;4,74971E+15;1,17379E+16;2,10033E+16;1,71381E+16;8,16225E+15;10;baseline
6,59939E+15;6,83174E+16;6,27289E+14;5,58853E+15;2,44872E+15;1,35397E+15;2,10006E+16;1,38587E+14;6,59952E+15;3;baseline
6,34818E+15;6,53954E+16;6,04515E+16;4,94385E+11;3,48728E+16;7,82623E+15;2,10011E+16;1,33312E+15;6,34822E+15;11;amusement
2,01544E+16;2,12879E+16;1,92928E+15;1,99509E+15;-6,47758E+15;3,66874E+15;2,10014E+15;4,23242E+15;2,01589E+15;7;stress
2,08403E+16;2,8141E+16;1,42632E+16;1,38779E+15;-9,8209E+15;4,20362E+15;2,10064E+15;4,37646E+15;2,10715E+15;2;baseline
1,16787E+15;1,38664E+16;9,13239E+14;4,73404E+15;-3,11405E+16;3,2907E+15;2,10039E+16;2,45253E+16;1,16886E+16;2;baseline
3,60291E+15;4,48418E+15;2,7977E+15;1,68648E+16;-1,49273E+14;4,09476E+15;2,10019E+16;7,5661E+15;3,63334E+16;16;stress
3,88383E+16;4,00467E+15;3,65295E+13;3,51715E+14;-4,04875E+15;2,75292E+15;2,10012E+16;8,15604E+15;3,88392E+15;8;baseline
1,85233E+16;2,08473E+16;1,37711E+15;7,07626E+15;1,34706E+16;-1,03466E+16;2,1002E+15;3,8899E+15;1,85442E+16;10;stress
8,31163E+15;8,64487E+15;7,91473E+14;7,30133E+14;-1,99277E+16;7,24174E+15;2,10002E+16;1,74544E+16;8,31214E+15;6;amusement
3,8718E+15;4,23279E+13;3,51868E+13;7,14111E+11;-1,00189E+16;4,97821E+15;2,10021E+16;8,13079E+15;3,87356E+15;5;baseline
7,60276E+15;8,16689E+15;7,00607E+15;1,16081E+16;-1,24869E+16;-2,84496E+15;2,10006E+16;1,59658E+16;7,60598E+15;11;stress
6,73035E+15;6,9706E+16;6,27289E+14;6,97708E+15;-1,39907E+16;5,74351E+15;2,10006E+16;1,41337E+16;6,73093E+15;3;baseline
6,20328E+15;6,39458E+15;5,78995E+15;6,0463E+15;-1,35344E+16;-4,83665E+15;2,10012E+16;1,30269E+15;6,20353E+16;11;baseline
1,12503E+16;1,19175E+16;1,09997E+16;9,17816E+14;4,12474E+16;2,21178E+16;2,10002E+16;2,36256E+15;1,12513E+16;7;baseline
3,68741E+15;3,79906E+16;3,54271E+15;25634765625;2,27865E+15;-4,83183E+15;2,10008E+15;7,74356E+14;3,68746E+15;8;amusement
3,71377E+15;3,91769E+15;3,40271E+13;5,14984E+14;2,25082E+15;6,61451E+15;2,10016E+15;7,79892E+15;3,71383E+16;5;baseline
6,11843E+16;6,30684E+16;5,78995E+15;5,16891E+15;2,50494E+15;3,11581E+15;2,10012E+16;1,28487E+16;6,11849E+15;11;baseline
1,78571E+13;2,8286E+15;1,21002E+14;1,61858E+16;-4,26421E+16;9,059E+14;2,10065E+15;3,74999E+14;1,82668E+16;2;stress
3,74074E+16;4,30603E+13;3,40271E+13;9033203125;1,11318E+16;3,33728E+16;2,10017E+16;7,85556E+15;3,74189E+15;5;baseline
7,56833E+15;7,78656E+14;7,36465E+15;4,21906E+14;4,9464E+15;2,06427E+15;2,10002E+16;1,58935E+14;7,56847E+15;17;stress
3,86981E+16;3,97301E+16;3,65295E+13;3,20053E+15;6,88454E+15;6,00981E+15;2,10014E+16;8,12659E+15;3,86984E+16;8;baseline
2,3529E+16;2,52647E+15;2,16866E+16;3,57819E+14;1,36254E+16;-2,03147E+15;2,10027E+16;4,94109E+15;2,35297E+16;13;baseline
5,70014E+16;5,95093E+12;5,37567E+14;5,75256E+13;-1,00013E+15;-2,46423E+15;2,10005E+15;1,19703E+16;5,70069E+16;17;baseline
7,67076E+15;8,93097E+14;6,87332E+15;2,05765E+15;-1,00959E+16;6,10645E+15;2,10005E+16;1,61086E+16;7,69555E+15;3;baseline
2,17022E+15;2,31476E+14;1,9474E+16;3,67355E+15;1,70106E+16;-1,1897E+16;2,1002E+15;4,55747E+15;2,17049E+15;16;amusement
1,16919E+16;1,38664E+16;8,71277E+13;5,15366E+15;-4,62592E+15;3,07032E+16;2,10041E+16;2,4553E+16;1,17024E+16;2;baseline
1,7899E+16;2,87743E+15;1,1879E+15;1,68953E+16;-1,15277E+16;8,77397E+15;2,10074E+15;3,75879E+15;1,82678E+16;2;stress
6,20236E+15;6,39458E+15;5,78995E+15;6,0463E+15;-1,40245E+16;-4,45545E+16;2,10012E+16;1,3025E+16;6,20262E+15;11;baseline
5,6059E+15;5,95093E+12;5,38101E+15;5,69916E+14;4,29421E+15;1,05993E+16;2,10004E+16;1,17724E+16;5,6067E+15;17;baseline
3,95798E+16;5,04036E+16;3,16772E+12;1,87263E+16;-1,27497E+16;2,57391E+15;2,10029E+16;8,31175E+15;3,98401E+15;4;stress
2,14947E+16;3,19786E+15;1,29471E+15;1,90315E+16;-1,42604E+16;1,6228E+16;2,1006E+16;4,51388E+15;2,20874E+16;2;stress
6,33692E+15;6,52351E+16;5,97839E+13;5,4512E+15;1,92427E+16;8,0061E+15;2,10011E+14;1,33075E+15;6,33697E+15;11;amusement
8,19676E+15;96435546875;5,15747E+12;4,48608E+12;4,57808E+16;1,1744E+16;2,10033E+15;1,72132E+16;8,19806E+15;10;baseline
2,40704E+16;2,59819E+16;2,0916E+16;5,06592E+11;-8,12039E+15;1,83152E+15;2,10025E+15;5,05479E+15;2,40728E+16;13;baseline
4,96407E+16;5,50041E+15;4,55475E+14;9,45663E+15;-9,37723E+15;2,34821E+16;2,10013E+16;1,04245E+16;4,96742E+15;16;stress
5,39404E+15;5,54008E+15;5,15823E+15;3,81851E+15;-1,18726E+16;2,57829E+15;2,10009E+14;1,13275E+16;5,39425E+15;17;baseline
8,23027E+15;9,71527E+14;7,23534E+16;2,47993E+16;-1,01256E+16;5,37371E+15;2,10003E+16;1,72836E+16;8,26298E+15;3;stress
5,5698E+14;5,95093E+12;5,37567E+14;5,75256E+13;4,75284E+15;2,24389E+16;2,10004E+16;1,16966E+15;5,57035E+15;17;baseline
6,59866E+15;7,9071E+13;3,80898E+16;4,09813E+16;8,97869E+15;-1,54503E+16;2,10008E+16;1,38572E+14;6,68156E+15;5;baseline
5,73349E+15;5,95093E+12;5,37567E+14;5,75256E+13;2,59733E+16;-5,49655E+15;2,10006E+15;1,20403E+15;5,73375E+16;17;baseline
2,88568E+16;3,03345E+12;2,56538E+16;4,68063E+15;1,24382E+16;-1,48757E+15;2,10015E+16;6,05993E+15;2,88581E+16;14;baseline
1,225E+15;1,52092E+16;9,20868E+14;6,00052E+15;-1,37812E+16;-3,37977E+16;2,10032E+15;2,57249E+15;1,23325E+16;16;baseline
1,14803E+16;1,52092E+16;6,77109E+15;8,43811E+13;-1,55435E+16;3,93449E+15;2,10031E+15;2,41086E+16;1,16094E+16;16;baseline
7,35187E+15;7,78656E+14;7,04041E+13;7,46155E+13;6,8628E+15;1,37565E+16;2,10003E+15;1,54389E+15;7,35277E+15;17;stress
5,32471E+15;6,63528E+15;4,33502E+14;2,30026E+15;-1,07556E+16;4,513E+16;2,10013E+16;1,11819E+16;5,34999E+16;13;stress
1,13938E+16;1,17176E+16;1,11683E+16;54931640625;-9,90358E+15;5,04873E+15;2,10002E+16;2,3927E+16;1,13944E+16;7;baseline
8,66554E+15;9,71527E+14;0;9,71527E+14;1,51243E+16;-9,90582E+15;2,10016E+16;1,81976E+14;8,68666E+15;3;stress
5,98637E+16;6,16264E+15;5,6263E+16;5,36346E+14;3,23508E+16;3,91357E+15;2,10014E+14;1,25714E+16;5,98643E+15;11;baseline
2,9888E+16;3,19443E+15;2,73743E+13;4,57001E+14;-6,17052E+16;1,25859E+16;2,10019E+16;6,27648E+15;2,98895E+15;14;stress
1,03505E+16;1,19598E+14;9,15184E+15;2,808E+16;-1,46232E+14;2,21737E+16;2,10005E+15;2,1736E+15;1,03789E+16;5;stress
1,90846E+16;2,09694E+16;1,67351E+16;4,23431E+14;-5,01878E+15;-2,14811E+16;2,10022E+16;4,00777E+15;1,90915E+16;10;stress
1,11782E+16;1,13277E+16;1,09829E+16;3,44849E+12;2,43725E+16;3,07853E+16;2,10003E+15;2,34742E+15;1,11782E+16;7;baseline
6,81459E+15;7,18269E+16;6,31371E+16;8,68988E+14;-1,28789E+16;3,60037E+15;2,10007E+16;1,43106E+15;6,81627E+15;3;baseline
7,63738E+15;8,16689E+15;7,14607E+16;1,02081E+14;-8,13859E+15;-3,59532E+15;2,10006E+15;1,60385E+16;7,6397E+16;11;stress
7,51987E+15;7,78656E+14;7,20406E+16;5,82504E+15;-7,23721E+15;-8,34417E+15;2,10002E+16;1,57917E+16;7,52065E+14;17;stress
2,80273E+16;2,9892E+14;2,46696E+16;5,22232E+15;1,20841E+16;1,15934E+15;2,10014E+16;5,88573E+15;2,80277E+15;14;baseline
1,15904E+15;1,20682E+15;1,12179E+16;8,50296E+15;-7,64711E+15;4,27915E+15;2,10002E+16;2,43398E+16;1,15919E+16;7;baseline
8,66922E+15;1,02615E+15;6,15311E+15;4,10843E+15;6,23368E+15;-2,71431E+15;2,1004E+16;1,82054E+15;8,67213E+15;10;baseline
1,69692E+16;1,92566E+13;1,37634E+13;54931640625;1,23406E+16;7,45364E+15;2,10024E+16;3,56353E+15;1,69753E+16;9;baseline
4,75503E+15;5,50842E+13;4,36058E+16;1,14784E+16;1,97694E+16;9,32332E+15;2,10017E+16;9,98557E+15;4,75719E+15;4;stress
8,35009E+15;9,7847E+15;6,15311E+15;3,63159E+12;8,80124E+15;8,29441E+15;2,10035E+16;1,75352E+15;8,35258E+15;10;baseline
6,74777E+16;7,67479E+16;6,00929E+15;1,6655E+15;-1,6656E+16;3,98502E+15;2,10003E+16;1,41703E+16;6,77186E+15;6;baseline
7,07217E+15;7,51228E+15;6,62155E+15;8,90732E+15;-1,37305E+15;1,99074E+16;2,10006E+16;1,48516E+15;7,07399E+15;11;stress
1,25679E+16;1,40457E+15;9,30023E+14;4,74548E+13;5,90363E+15;1,40614E+16;2,1005E+16;2,63927E+15;1,25691E+16;4;baseline
1,12222E+15;1,14182E+15;1,09829E+16;4,35257E+15;-4,20587E+14;5,72142E+15;2,10003E+16;2,35665E+16;1,12223E+16;7;baseline
9,66591E+14;1,11137E+16;8,56056E+15;2,55318E+16;-2,30177E+15;7,71694E+15;2,10004E+15;2,02984E+16;9,67682E+15;5;stress
6,10878E+15;6,37703E+16;5,81245E+16;5,64575E+12;-1,44182E+16;-4,27106E+15;2,10005E+15;1,28284E+15;6,11016E+15;17;amusement
3,00963E+15;3,26157E+15;2,64702E+16;6,14548E+15;-7,59145E+15;6,01536E+15;2,10018E+15;6,32023E+15;3,01011E+15;14;amusement
1,32672E+16;1,614E+16;9,77707E+15;6,36292E+13;-1,24873E+15;1,2917E+15;2,1006E+16;2,78611E+15;1,3303E+16;2;baseline
6,07077E+15;6,2664E+15;5,79071E+14;4,75693E+15;-9,12242E+15;1,56959E+16;2,10013E+15;1,27486E+15;6,0709E+16;11;baseline
2,95651E+16;3,15437E+16;2,771E+11;3,83377E+15;4,05251E+15;1,06248E+16;2,10015E+16;6,20867E+15;2,95663E+16;14;stress
2,1766E+15;2,32391E+14;1,9474E+16;3,76511E+15;1,73607E+16;3,35233E+15;2,1002E+15;4,57086E+15;2,17669E+16;16;amusement
8,6215E+15;1,20987E+15;0;1,20987E+15;2,26999E+15;1,17147E+15;2,10016E+15;1,81052E+16;8,69699E+15;3;stress
1,89414E+16;2,02717E+15;1,76033E+16;2,66838E+16;-1,28192E+16;-1,70932E+15;2,10012E+16;3,97769E+16;1,89547E+16;7;stress
7,82441E+15;8,39882E+15;7,51839E+15;8,80432E+13;4,58594E+15;2,17011E+16;2,10004E+16;1,64313E+16;7,82533E+16;3;amusement
6,1723E+16;6,37703E+16;5,91087E+16;4,66156E+14;-2,81841E+16;6,38001E+15;2,10005E+15;1,29618E+16;6,17273E+15;17;amusement
2,94969E+16;3,17192E+16;2,73209E+15;4,39835E+15;3,24985E+16;1,85884E+15;2,10018E+15;6,19435E+15;2,94988E+16;14;stress
9,40448E+15;1,11137E+16;8,53844E+15;2,5753E+15;3,74742E+15;7,40792E+15;2,10004E+16;1,97494E+14;9,41372E+15;5;stress
9,67908E+15;1,11137E+16;8,70399E+15;2,40974E+16;-1,49488E+16;1,59276E+16;2,10004E+16;2,03261E+15;9,6892E+14;5;stress
2,8971E+16;3,06892E+16;2,56538E+16;5,0354E+12;4,02886E+15;1,52685E+16;2,10016E+16;6,0839E+15;2,89718E+16;14;baseline
3,1107E+15;3,32603E+15;2,88391E+13;4,42123E+15;-1,1526E+16;1,70117E+16;2,10014E+15;6,53247E+15;3,1118E+16;9;amusement
3,81775E+16;4,14658E+15;3,5141E+14;6,32477E+14;-6,71736E+15;7,38042E+15;2,10019E+16;8,01728E+15;3,81865E+15;5;baseline
2,96915E+16;3,19443E+15;2,73209E+15;4,62341E+13;-5,27441E+15;6,61605E+15;2,10018E+15;6,23521E+15;2,96939E+16;14;stress
6,21749E+16;6,4785E+16;6,02264E+14;4,55856E+15;3,72249E+13;6,684E+15;2,10004E+15;1,30567E+15;6,21755E+16;6;baseline
3,60772E+15;4,04968E+13;3,09792E+16;9,51767E+15;-1,01451E+16;1,25977E+16;2,10012E+16;7,57621E+15;3,61104E+15;9;stress
1,24581E+16;1,52817E+15;9,13239E+14;6,14929E+13;-9,41825E+15;4,87675E+15;2,10053E+15;2,61621E+16;1,24821E+16;2;baseline
7,60761E+15;8,16689E+15;7,00607E+15;1,16081E+16;-1,18876E+16;-3,15815E+15;2,10006E+16;1,5976E+16;7,61074E+15;11;stress
7,36652E+15;7,53517E+16;7,06749E+16;4,67682E+14;-1,29415E+16;-9,59674E+15;2,10002E+15;1,54697E+16;7,36684E+15;17;stress
2,80765E+16;2,96974E+16;2,47993E+16;4,89807E+13;1,02405E+16;5,16839E+15;2,10015E+16;5,89607E+15;2,80768E+16;14;baseline
9,88913E+15;1,13483E+16;9,12056E+15;2,22778E+12;-4,28286E+16;9,65088E+15;2,10004E+16;2,07672E+16;9,90407E+15;5;stress
1,14929E+16;1,22028E+16;1,05789E+15;1,62392E+16;-1,27173E+16;-7,95276E+15;2,10002E+16;2,41351E+15;1,14989E+14;6;stress
1,3826E+16;1,51825E+14;1,06621E+16;4,52042E+15;4,53772E+15;1,33643E+16;2,10058E+16;2,90346E+15;1,38271E+16;4;amusement
6,57551E+15;6,72646E+16;6,24084E+13;4,85611E+15;-2,51598E+15;5,75972E+15;2,10006E+14;1,38086E+14;6,57558E+15;3;baseline
2,11753E+16;2,73781E+16;1,53503E+13;1,20277E+16;-1,59433E+14;5,09758E+15;2,1002E+15;4,44682E+15;2,14045E+16;9;baseline
3,29981E+16;3,8269E+12;2,88391E+13;9,42993E+12;-1,81153E+16;8,13841E+15;2,10014E+16;6,9296E+15;3,31073E+16;9;amusement
5,30937E+15;5,41573E+16;5,07889E+15;3,36838E+15;3,98868E+15;-5,72663E+15;2,10008E+15;1,11497E+16;5,30939E+15;17;baseline
8,06207E+15;9,47952E+15;5,15747E+12;4,32205E+15;3,61243E+16;8,46848E+15;2,10032E+16;1,69304E+16;8,06358E+15;10;baseline
6,83824E+15;9,63974E+15;4,52805E+15;5,11169E+13;-1,22419E+16;1,3416E+16;2,10079E+16;1,43603E+15;6,90742E+15;2;amusement
1,68309E+16;1,83411E+13;1,34468E+16;4,89426E+15;-1,08326E+16;2,10398E+15;2,10026E+15;3,5345E+16;1,68346E+16;9;baseline
1,35376E+16;1,57051E+16;1,03874E+16;5,31769E+14;-2,69978E+15;1,8821E+15;2,10048E+15;2,84289E+15;1,35424E+16;4;baseline
9,38809E+15;1,10855E+15;6,05011E+14;5,0354E+12;2,93486E+15;6,40352E+15;2,10041E+16;1,9715E+16;9,38994E+14;10;amusement
7,3961E+15;7,78656E+14;7,04041E+13;7,46155E+13;-1,16255E+16;6,72653E+15;2,10003E+16;1,55318E+16;7,39748E+15;17;stress
1,11955E+16;1,13544E+16;1,09829E+16;3,71552E+14;-3,0219E+15;3,29023E+16;2,10003E+16;2,35106E+15;1,11955E+16;7;baseline
1,90138E+16;2,50969E+16;1,47552E+14;1,03416E+16;-3,00775E+16;1,05052E+16;2,1002E+16;399290625;1,91531E+16;9;baseline
5,18859E+15;6,63528E+15;4,07143E+16;2,56386E+16;-1,37935E+16;-3,01328E+15;2,10014E+16;1,0896E+15;5,2286E+15;13;stress
2,11437E+16;2,31857E+15;1,85471E+15;4638671875;-7,71844E+15;-4,40739E+15;2,10019E+16;4,44018E+15;2,11474E+16;15;baseline
1,65612E+16;1,79138E+13;1,34468E+16;4,46701E+15;2,21681E+13;5,88178E+15;2,10025E+16;3,47786E+15;1,6562E+16;9;baseline
2,17514E+16;2,32391E+14;1,9474E+16;3,76511E+15;2,39807E+15;3,32521E+16;2,10018E+15;4,5678E+15;2,17522E+16;16;amusement
2,9816E+16;3,19443E+15;2,73819E+15;4,56238E+13;-3,67005E+16;2,44912E+15;2,10019E+15;6,26137E+14;2,98179E+16;14;stress
1,20578E+16;1,4019E+16;8,71277E+13;5,30624E+15;-1,21972E+15;-4,33605E+15;2,10057E+16;2,53213E+15;1,2071E+15;2;baseline
7,47928E+16;7,78656E+14;7,04041E+13;7,46155E+13;-1,56011E+15;-3,24838E+15;2,10002E+16;1,57065E+16;7,48052E+15;17;stress
6,33262E+15;6,52351E+16;5,97839E+13;5,4512E+15;1,40978E+16;8,40463E+14;2,10011E+16;1,32985E+16;6,33268E+15;11;amusement
6,51049E+15;6,89964E+16;6,1058E+15;7,93839E+15;-8,49756E+15;3,63578E+15;2,10004E+16;1,3672E+15;6,51216E+16;6;baseline
9,6768E+15;1,09367E+16;7,2937E+12;3,64304E+15;4,34869E+15;1,05036E+16;2,10036E+15;2,03213E+16;9,67786E+15;16;baseline
5,51991E+15;5,62019E+16;5,32722E+16;29296875;6,3589E+15;-6,82333E+15;2,10005E+15;1,15918E+15;5,51995E+15;17;baseline
1,16803E+15;1,22177E+15;1,09997E+16;1,21803E+16;-1,71107E+16;-2,44961E+16;2,10003E+16;2,45287E+16;1,16865E+16;7;baseline
9,63833E+15;1,09558E+13;7,27844E+13;3,67737E+13;7,02981E+14;1,33084E+16;2,10035E+16;2,02405E+16;9,63922E+15;16;baseline
4,34871E+15;5,24178E+16;3,89557E+14;1,34621E+16;2,55003E+16;1,14496E+16;2,10017E+16;9,13228E+15;4,35814E+15;13;stress
1,6438E+16;1,83334E+15;1,35307E+16;4,8027E+15;-1,34512E+16;7,81055E+15;2,10013E+16;3,45197E+15;1,64486E+15;15;baseline
6,411E+16;6,69861E+13;6,00929E+15;6,89316E+15;-1,10446E+16;3,19073E+15;2,10003E+16;1,34631E+16;6,41197E+15;6;baseline
4,69313E+14;5,18303E+15;4,32739E+12;8,55637E+15;4,10046E+15;3,90686E+15;2,10017E+16;9,85556E+15;4,69494E+15;4;stress
4,9454E+15;5,50041E+15;4,36211E+15;1,13831E+13;-1,08553E+16;2,22903E+15;2,10013E+15;1,03853E+15;4,94934E+15;16;stress
2,95848E+16;3,15437E+16;2,61078E+14;5,43594E+15;4,83392E+15;1,0529E+16;2,10015E+16;6,21281E+15;2,95859E+16;14;stress
6,18247E+15;6,37703E+16;5,91087E+16;4,66156E+14;-8,43834E+15;3,68527E+15;2,10005E+16;1,29832E+16;6,1828E+15;17;amusement
3,69127E+16;3,79906E+16;3,54271E+15;25634765625;-2,49994E+15;-2,65878E+15;2,10009E+16;7,75167E+15;3,69134E+16;8;amusement
1,96544E+16;2,15111E+15;1,69716E+16;4,53949E+14;-9,15466E+15;8,71198E+15;2,10017E+16;4,12743E+15;1,96619E+16;15;baseline
7,78056E+15;9,05228E+15;4,89426E+15;4,15802E+14;5,22141E+15;1,14552E+16;2,1003E+16;1,63392E+16;7,78186E+15;10;baseline
7,59125E+15;8,93097E+14;6,80275E+15;2,12822E+16;-7,3588E+15;7,42122E+15;2,10005E+16;1,59416E+16;7,61369E+15;3;baseline
7,47306E+15;7,87315E+15;7,11899E+15;7,54166E+15;-4,31013E+15;8,01063E+15;2,10004E+15;1,56934E+16;7,47453E+15;3;stress
1,76246E+15;2,14882E+16;1,41983E+15;7,28989E+15;1,42723E+15;1,43432E+16;2,10022E+15;3,70117E+15;1,76524E+16;9;baseline
7,14753E+15;7,93304E+14;6,53954E+16;1,39351E+16;-5,27569E+15;7,59288E+15;2,10006E+16;1,50098E+16;7,15415E+16;3;baseline
6,33059E+15;6,52351E+16;5,97839E+13;5,4512E+15;1,32332E+16;8,44865E+15;2,10011E+16;1,32942E+16;6,33066E+15;11;amusement
6,76161E+15;7,30896E+13;6,39992E+15;9,09042E+15;-1,03769E+16;3,89853E+15;2,10004E+16;1,41994E+16;6,76548E+15;6;baseline
1,30474E+16;1,4698E+16;1,02463E+15;4,45175E+15;9,87637E+15;7,11823E+15;2,10035E+16;2,73994E+14;1,30495E+16;4;baseline
2,14296E+16;2,2411E+16;2,034E+14;2,071E+16;-8,07035E+15;-6,442E+15;2,10016E+15;4,50021E+15;2,14357E+16;7;stress
3,69204E+16;3,81737E+16;3,54271E+15;2,74658E+11;-2,49233E+15;-1,82646E+16;2,10008E+16;7,75329E+15;3,69212E+16;8;amusement
3,61614E+16;3,81012E+14;3,36952E+16;4,40598E+15;-7,12225E+15;-3,85619E+15;2,10013E+16;7,5939E+14;3,6165E+16;15;stress
2,17559E+16;2,32391E+14;1,9474E+16;3,76511E+15;2,04608E+15;3,23265E+15;2,10018E+15;4,56874E+15;2,17567E+15;16;amusement
2,89431E+16;3,03345E+12;2,56538E+16;4,68063E+15;4,09955E+15;6,77963E+15;2,10016E+16;6,07804E+15;2,89435E+15;14;baseline
5,53441E+15;5,80788E+15;5,33676E+15;4,71115E+15;1,84947E+16;3,97369E+15;2,10005E+15;1,16223E+16;5,53452E+15;17;baseline
1,26523E+16;1,52092E+16;8,70895E+15;6,50024E+12;-1,31863E+16;1,3467E+16;2,10037E+15;2,65698E+16;1,26857E+16;16;baseline
5,57305E+15;5,95093E+12;5,37567E+14;5,75256E+13;3,76796E+16;2,07615E+15;2,10004E+16;1,17034E+16;5,57365E+15;17;baseline
1,80843E+16;2,29607E+16;1,47552E+14;8,20541E+15;9,84096E+14;1,43148E+16;2,10021E+16;3,79769E+15;1,81426E+16;9;baseline
9,49067E+15;1,11137E+16;8,53844E+15;2,5753E+15;-5,11551E+15;5,57728E+15;2,10004E+16;1,99304E+15;9,50363E+15;5;stress
4,53407E+15;5,14565E+16;3,77464E+16;1,371E+15;8,01345E+15;-1,18434E+15;2,10019E+16;9,52154E+15;4,54112E+15;4;stress
7,13631E+15;9,63974E+15;4,52805E+15;5,11169E+13;-5,15951E+15;1,30901E+16;2,10109E+16;1,49862E+16;7,1735E+15;2;amusement
1,65648E+15;1,79138E+13;1,34468E+16;4,46701E+15;2,15803E+16;7,27875E+15;2,10025E+16;3,47861E+16;1,65657E+15;9;baseline
6,7646E+16;7,03468E+15;6,42128E+16;6,13403E+12;-1,02465E+15;-4,40908E+15;2,10006E+15;1,42057E+16;6,76568E+15;11;stress
2,26336E+16;3,63503E+15;1,24245E+16;2392578125;-1,2611E+16;5,04792E+15;2,10064E+16;4,75307E+15;2,34358E+16;2;stress
7,54397E+15;8,01353E+15;7,02934E+15;9,84192E+13;-1,31201E+16;-1,92146E+15;2,10007E+15;1,58423E+16;7,54801E+14;11;stress
3,04245E+15;3,26157E+15;2,67105E+15;5,90515E+13;-3,59617E+16;-4,49216E+15;2,10018E+15;6,38913E+15;3,04281E+16;14;amusement
4,10778E+16;7,48253E+15;3,40271E+13;4,07982E+16;4,13067E+15;2,29842E+15;2,10016E+14;8,62634E+15;4,19388E+15;5;baseline
1,29755E+16;1,53961E+14;9,77707E+15;5,61905E+15;-1,22485E+16;2,47359E+15;2,10057E+16;2,72484E+15;1,30082E+15;2;baseline
4,28744E+14;7,80869E+15;3,40271E+13;4,40598E+15;1,98719E+15;1,85409E+16;2,10016E+15;9,00362E+15;4,42427E+15;5;baseline
6,24274E+15;6,48994E+16;6,02989E+16;4,60052E+14;6,51839E+15;1,90337E+15;2,10004E+16;1,31098E+16;6,24281E+15;6;baseline
3,31501E+15;3,8269E+12;2,88391E+13;9,42993E+12;-1,79952E+16;-5,18645E+15;2,10014E+16;6,96153E+15;3,32574E+15;9;amusement
3,89801E+16;4,25377E+16;3,57094E+16;6,82831E+14;1,08963E+16;6,48545E+15;2,1001E+15;8,18582E+15;3,89887E+15;8;stress
1,17527E+16;1,22177E+15;1,09997E+16;1,21803E+16;-1,28471E+16;-6,32959E+15;2,10003E+15;2,46806E+14;1,17579E+16;7;baseline
